Utterance,Emotion_anger,Emotion_disgust,Emotion_fear,Emotion_joy,Emotion_neutral,Emotion_sadness,Emotion_surprise,Sentiment_negative,Sentiment_neutral,Sentiment_positive
"Yeah. Well, I think our second fight is going to be a",True,False,False,False,False,False,False,True,False,False
Hey.,False,False,False,False,True,False,False,False,True,False
"So, you stole my joke, and you stole my money.",True,False,False,False,False,False,False,True,False,False
"Well, I was going to stick it in the ATM, but now I think Ill show the sexy teller that I am a published writer.",False,False,False,False,True,False,False,False,True,False
"Well, she is going to know that you stole the joke.",True,False,False,False,False,False,False,True,False,False
"Oh, what are you going to do, follow me down there?",True,False,False,False,False,False,False,True,False,False
"Well, Im not going to go now anyway .",False,False,False,False,True,False,False,False,True,False
Okay .,False,False,False,False,True,False,False,False,True,False
"Ah, Gunther, I cant pay for this right now because Im not working, so Ive had to cut down on some luxuries like uh, payin for stuff.",False,False,False,False,True,False,False,False,True,False
"Well, if you want, you can work here.",False,False,False,False,True,False,False,False,True,False
"Uh, I dont know.",False,False,False,False,True,False,False,False,True,False
"Ya see, its just, see I was a regular on a soap opera yknow?",False,False,False,False,True,False,False,False,True,False
"And to go from that to this, I just Plus, Id have to wait on all my friends.",False,False,False,False,False,True,False,True,False,False
"Okay, but the moneys good, plus you get to stare at Rachel as much as you want.",False,False,False,False,True,False,False,False,True,False
Flexible hours.,False,False,False,False,True,False,False,False,True,False
Maybe I could be a waiter. Could I use the phone?,False,False,False,False,True,False,False,False,True,False
I have no name.,False,False,False,False,True,False,False,False,True,False
"All right, so, what are we supposed to call you?",False,False,False,False,True,False,False,False,True,False
"Okay uh, for now, temporarily, you can call me, Clint.",False,False,False,False,True,False,False,False,True,False
No way are you cool enough to pull of Clint.,False,True,False,False,False,False,False,True,False,False
"Okay, so what name am I cool enough to pull off?",False,False,False,False,False,False,True,True,False,False
"Umm, Gene.",False,False,False,False,True,False,False,False,True,False
Its Clint. Its Clint!,True,False,False,False,False,False,False,True,False,False
"See you later, Gene.",False,False,False,False,True,False,False,False,True,False
"Bye, Gene.",False,False,False,False,True,False,False,False,True,False
Its Clint!,True,False,False,False,False,False,False,True,False,False
Whats up with Gene?,False,False,False,False,False,False,True,True,False,False
Welcome to Las Vegas.,False,False,False,False,True,False,False,False,True,False
Thank you!  Enjoy your flight?,False,False,False,True,False,False,False,False,False,True
"Yes, I did. Thank you very much, it was excellent.",False,False,False,True,False,False,False,False,False,True
Hope you had a nice flight.,False,False,False,False,True,False,False,False,True,False
"Ohh, it was the best!",False,False,False,True,False,False,False,False,False,True
"Oh, Larry.",False,False,False,False,True,False,False,False,True,False
"Umm, do health inspectors work on commission?",False,False,False,False,True,False,False,False,True,False
"No, bribes.",False,False,False,False,True,False,False,False,True,False
It's okay to laugh right?,False,False,False,True,False,False,False,False,False,True
Come on Joey!!!,True,False,False,False,False,False,False,True,False,False
"Rach, I told you everything I knew last night!",True,False,False,False,False,False,False,True,False,False
"Look, it's not that big of a deal, so Monica and Chandler are doing it.",False,False,False,False,True,False,False,False,True,False
I can't believe you would say that!,False,False,False,False,False,True,False,True,False,False
Sorry. Monica and Chandler are making love.,False,False,False,False,True,False,False,False,True,False
No! I mean come on! This is a,True,False,False,False,False,False,False,True,False,False
I don't know.,False,False,False,False,True,False,False,False,True,False
Is he romantic with her?,False,False,False,True,False,False,False,False,False,True
Are they in love?,False,False,False,True,False,False,False,False,False,True
You don't know anything.,True,False,False,False,False,False,False,True,False,False
"Ohh, I know one thing!",False,False,False,True,False,False,False,False,False,True
They did it right there on the couch.,False,False,False,False,True,False,False,False,True,False
"Excuse me, look, we've been here for over an hour, and a lot of people less sick than my friend have gone in.",True,False,False,False,False,False,False,True,False,False
"I mean, that guy with the toe thing?",True,False,False,False,False,False,False,True,False,False
Who's he sleeping with?,False,False,False,False,True,False,False,False,True,False
"Oh, c'mon Dora, don't be mad...",False,False,False,False,True,False,False,False,True,False
"I know we both said some things we didn't mean, but that doesn't mean we still don't love each other.",False,False,False,False,True,False,False,False,True,False
"Y'know, I feel like I've lost her..  Ba-!",False,False,False,True,False,False,False,False,False,True
"So you see, Molly, what people don't understand is that acting    is a discipline. It takes a lot of hard work.",False,False,False,False,True,False,False,False,True,False
So where did you study?,False,False,False,False,True,False,False,False,True,False
"Oh, I didn't go to college.",False,False,False,False,True,False,False,False,True,False
"No, where did you study acting?",False,False,False,False,True,False,False,False,True,False
Molly ... people don't study acting ...,False,False,False,False,True,False,False,False,True,False
"Molly, ah, do you mind giving us just a minute?",False,False,False,False,True,False,False,False,True,False
"Sure, I'll go check on Emma.",False,False,False,False,True,False,False,False,True,False
Thanx.,False,False,False,False,True,False,False,False,True,False
Will the stable boy never get the princess??,False,False,False,False,False,True,False,True,False,False
"What do you think you're gonna do, have sex with her right here    on my couch?",False,True,False,False,False,False,False,True,False,False
No ... the leather sticks to my ass.,False,True,False,False,False,False,False,True,False,False
"You know, this isn't fair.",True,False,False,False,False,False,False,True,False,False
What makes you think that I'm just gonna sleep with her and then blow her off?,True,False,False,False,False,False,False,True,False,False
Huh?,True,False,False,False,False,False,False,True,False,False
"Can't you guys open your minds to the possibility that I actally like her,    and might want something real?",True,False,False,False,False,False,False,True,False,False
"Look, the truth is, I haven't felt this    way about anyone since Rachel, ok?",False,False,False,False,False,True,False,True,False,False
I didn't think I could ever love again.,False,False,False,False,False,True,False,True,False,False
Come on! Joe!,False,False,False,True,False,False,False,False,False,True
"Hi, is Molly here?",False,False,False,False,True,False,False,False,True,False
"Yeah, come on in. Molly?",False,False,False,False,True,False,False,False,True,False
"Hey! Guys, this is Tabatha .  I'll see you tomorrow.",False,False,False,False,True,False,False,False,True,False
"Ok ...  Well, uh, Joey, I guess    we have no problem.",False,False,False,False,True,False,False,False,True,False
"It's like my favorite fairy tale come true!  The princess, the stable boy and the lesbian!",False,False,False,True,False,False,False,False,False,True
"And whats cool is, the character is from Naples, right?",False,False,False,True,False,False,False,False,False,True
My whole familys from Naples!,False,False,False,True,False,False,False,False,False,True
"Oh thats great! Okay, well Ive heard everything I need to hear. I just need to uh, Leslie",False,False,False,False,False,False,True,False,False,True
"Joey, this is the awkward part.",False,False,False,True,False,False,False,False,False,True
Hey right!,False,False,False,False,False,False,True,False,False,True
Not a problem.,False,False,False,False,True,False,False,False,True,False
I totally understand.,False,False,False,False,True,False,False,False,True,False
You need to yknow make sure I dont have any horrible scars or tattoos.,False,False,False,False,True,False,False,False,True,False
Dont you worry. I have nothing to hide.,False,False,False,False,True,False,False,False,True,False
"So there you go, thats me.",False,False,False,False,True,False,False,False,True,False
One hundred percent natural!,False,False,False,True,False,False,False,False,False,True
"I tell ya, that has never happened before.",False,False,True,False,False,False,False,True,False,False
This rooms available.,False,False,False,False,True,False,False,False,True,False
Okay wait!,True,False,False,False,False,False,False,True,False,False
You listen to me!,True,False,False,False,False,False,False,True,False,False
"Since I have been waiting four women, thats four, one higher than the number of centimeters that I am dilated, have come and gone with their babies!",True,False,False,False,False,False,False,True,False,False
Im next!,True,False,False,False,False,False,False,True,False,False
Its my turn!,True,False,False,False,False,False,False,True,False,False
Its only fair!,True,False,False,False,False,False,False,True,False,False
And if you bring in one woman and she has her baby before me Im going to sue you!,True,False,False,False,False,False,False,True,False,False
"Not this hospital, Im going to sue you!",True,False,False,False,False,False,False,True,False,False
And my husband  hes a lawyer!,True,False,False,False,False,False,False,True,False,False
Uh Rach,False,False,False,False,True,False,False,False,True,False
Go get back on that case honey!,True,False,False,False,False,False,False,True,False,False
I dont think the next patient is very far along.,False,False,False,False,True,False,False,False,True,False
"Okay, well then bring her in.",False,False,False,False,True,False,False,False,True,False
OH.MY.GAWD!!!,False,False,False,False,False,False,True,False,False,True
"Ross-Ross-Ross-Ross! Stay away from that guy , and that guy . And that oneDude! Theyre all huge!",False,False,True,False,False,False,False,True,False,False
They dont look any bigger than me!,False,False,False,False,True,False,False,False,True,False
"Well, maybe thats because youre closer to you. So you look bigger to you from where you are.",True,False,False,False,False,False,False,True,False,False
Im just going to say hi to the lads. All right?,False,False,False,False,True,False,False,False,True,False
All right.,False,False,False,False,True,False,False,False,True,False
Whoa!  I kinda liked it.,False,False,False,True,False,False,False,False,False,True
"Okay, I know what I have to do. Ive got to go Red Ross.  Yknow, Red Ross!",True,False,False,False,False,False,False,True,False,False
I totally dont know what youre talking about.,False,False,False,False,True,False,False,False,True,False
Come on! The time we were all waiting in line for,True,False,False,False,False,False,False,True,False,False
Y'know you guys were a lot more supportive when I wanted to make denim furniture.,False,False,False,True,False,False,False,False,False,True
"No, Pheebs, listen, if you decide to do this, well be supportive like crazy.",False,False,False,False,True,False,False,False,True,False
We just want you to think it through.,False,False,False,False,True,False,False,False,True,False
"Yeah, honey, maybe you can talk to somebody whos had a baby. Like your mom?",False,False,False,False,True,False,False,False,True,False
My mom never gave birth. Oh! But my birth mom did.,False,False,False,False,True,False,False,False,True,False
"Umm, thank you for meeting with me.",False,False,False,False,True,False,False,False,True,False
Thank you. All right.,False,False,False,False,True,False,False,False,True,False
"Come, sit.",False,False,False,False,True,False,False,False,True,False
Sit.,False,False,False,False,True,False,False,False,True,False
Sit!,True,False,False,False,False,False,False,True,False,False
"Umm, all righty, before we get started I justI need you to state for the official record that you are in fact Frank Buffay.",False,False,False,False,True,False,False,False,True,False
Lucky sixes....,False,False,False,False,True,False,False,False,True,False
"Everybody, this is Paolo. Paolo, I want you to meet my friends. This is Monica.",False,False,False,False,True,False,False,False,True,False
And Joey....,False,False,False,False,True,False,False,False,True,False
And Ross.,False,False,False,False,True,False,False,False,True,False
He doesn't speak much English.,False,False,False,False,True,False,False,False,True,False
Look at that!,False,False,False,False,False,False,True,False,False,True
"So, um... where did Paolo come from?",False,False,False,False,True,False,False,False,True,False
"Oh... Italy, I think.",False,False,False,False,True,False,False,False,True,False
"No, I mean tonight, in the building. Suddenly. Into our lives.",False,False,False,False,True,False,False,False,True,False
"Well, the cat... the cat turned out to be Paolo's cat!",False,False,False,False,True,False,False,False,True,False
"That, that is funny... .... and Rachel keeps touching him.",False,False,False,False,True,False,False,False,True,False
Alright. I looked all over the building and I couldn't find the kitty anywhere.,False,False,False,False,True,False,False,False,True,False
"Oh, I found him. He was Paolo's cat.",False,False,False,False,True,False,False,False,True,False
Ah! Well! There you go! Last to know again! And I'm guessing... since nobody told me... this is Paolo.,False,False,False,True,False,False,False,False,False,True
"Ah, Paolo, this is Phoebe.",False,False,False,False,True,False,False,False,True,False
You betcha!,False,False,False,True,False,False,False,False,False,True
"Okay, where in the hell did you get that?!",False,False,False,False,False,False,True,True,False,False
"When Mom and Dad drove you to the hospital to get your nose fixed, I swam into the lake and fished it out.",False,False,False,False,True,False,False,False,True,False
That cup is mine!,True,False,False,False,False,False,False,True,False,False
"No its not! You want it, youre gonna have to win it!",True,False,False,False,False,False,False,True,False,False
"All right, so are we not having dinner at all?",False,False,False,False,False,True,False,True,False,False
Why?,False,False,False,False,False,True,False,True,False,False
Because I don't work at the Szechwan Dragon.,False,False,False,False,True,False,False,False,True,False
"You really, really need to get some sleep, honey.",False,False,False,False,True,False,False,False,True,False
I know I do.,False,False,False,False,True,False,False,False,True,False
Guess what?,False,False,False,False,True,False,False,False,True,False
They published my paper.,False,False,False,True,False,False,False,False,False,True
"Oh, really, let me see, let me see.",False,False,False,True,False,False,False,False,False,True
"Rach, look!  Oh, hi! Where is my strong Ross Skywalker to come rescue me.  There he is.",False,False,False,True,False,False,False,False,False,True
"You know what this is, this is us getting ready for the prom.",False,False,False,False,True,False,False,False,True,False
What?! You got us evicted!!,True,False,False,False,False,False,False,True,False,False
I told you not to go down there!,True,False,False,False,False,False,False,True,False,False
Well he made Rachel cry!,False,True,False,False,False,False,False,True,False,False
Rachel always cries!,True,False,False,False,False,False,False,True,False,False
Thats not true!,True,False,False,False,False,False,False,True,False,False
"Now Joey, you go down there and you suck up to him. I mean you suck like youve never sucked before!",False,False,False,False,True,False,False,False,True,False
"All right! Ill try! But if I cant, you can stay with Chandler and I until you get settled.",False,False,False,False,True,False,False,False,True,False
Go!!,True,False,False,False,False,False,False,True,False,False
"All right, all right, all right.",False,False,False,False,True,False,False,False,True,False
"I mean Ill have to check with him first, but Ill think hell be cool with it.",False,False,False,False,True,False,False,False,True,False
"So, hes just a nice guy. You really think this Mark doesnt want anything in exchange for helping him?",False,False,False,True,False,False,False,False,False,True
"Well, I assume Ill have to take showers with him, but y'know, thats true of any job.",False,False,False,False,True,False,False,False,True,False
How ya feelin?,False,False,False,False,True,False,False,False,True,False
"Well, my apartment isnt there anymore, because I drank it.",False,False,False,False,True,False,False,False,True,False
Whered you get too? We lost you after you opened up all the presents.,False,False,False,False,True,False,False,False,True,False
"Yeah, I ended up in the storage room, and not alone.",False,False,False,False,True,False,False,False,True,False
Woooo hoooo!!!,False,False,False,True,False,False,False,False,False,True
"Ow, no woo-hooing, no woo-hooing.",True,False,False,False,False,False,False,True,False,False
"Why, what happened?",False,False,False,False,False,False,True,True,False,False
"Ah, I fooled around with Joeys sister.  Well, thats not the worst part.",False,False,False,False,False,True,False,True,False,False
What is the worse part?,False,False,False,False,True,False,False,False,True,False
I cant remember which sister.,False,False,False,False,False,True,False,True,False,False
You see what men do! Dont tell me men are not nice!  This is men!!,True,False,False,False,False,False,False,True,False,False
Whats wrong with you?,True,False,False,False,False,False,False,True,False,False
Nothing!,True,False,False,False,False,False,False,True,False,False
"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, havent been able to stand up since.",False,False,False,False,False,True,False,True,False,False
"But um, I dont think its anything serious.",False,False,False,False,True,False,False,False,True,False
This sounds like a hernia. You have toyou-youGo to the doctor!,False,False,False,False,False,False,True,True,False,False
No way!,True,False,False,False,False,False,False,True,False,False
"Kay look, if I have to go to the doctor for anything its gonna be for this thing sticking out of my stomach!",True,False,False,False,False,False,False,True,False,False
Why did I have to start working out again?,False,True,False,False,False,False,False,True,False,False
Damn you 15s!,True,False,False,False,False,False,False,True,False,False
Its a trifle.,False,False,False,False,True,False,False,False,True,False
Its got all of these layers.,False,False,False,False,True,False,False,False,True,False
"First theres a layer of ladyfingers, then a layer of jam, then custard, which I made from scratch.",False,False,False,False,True,False,False,False,True,False
"[Joey and Ross make impressed faces] Then raspberries, more ladyfingers, then beef sautéed with peas and onions, [Joey and Ross look like somethings wrong.]",False,False,False,False,True,False,False,False,True,False
"then a little more custard, and then bananas, and then I just put some whipped cream on top!",False,False,False,False,True,False,False,False,True,False
It tastes like feet!,False,True,False,False,False,False,False,True,False,False
I like it.,False,False,False,True,False,False,False,False,False,True
Are you kidding?,False,False,False,False,False,False,True,True,False,False
Does anyone else think David Copperfield is cute?,False,False,False,False,True,False,False,False,True,False
"No, but he told me, he thinks your a fox.",False,False,False,False,True,False,False,False,True,False
"Welcome everybody, welcome to Amazing Discoveries!",False,False,False,True,False,False,False,False,False,True
"Oh, oh! It's on again!",False,False,False,True,False,False,False,False,False,True
"You guys, can we please not watch this all right.",False,True,False,False,False,False,False,True,False,False
Shhhh!,True,False,False,False,False,False,False,True,False,False
"Folks, has this ever happened to you.",False,False,False,False,True,False,False,False,True,False
"You go to the refrigerator to get a nice glass of milk,  and these darn cartons are so flingin'-flangin' hard to open.",False,False,False,False,True,False,False,False,True,False
"Oh, you said it Mike.  Aw! There's got to be a better way!",True,False,False,False,False,False,False,True,False,False
And there is Kevin.,False,False,False,False,True,False,False,False,True,False
Can we please turn this off?,False,False,False,False,False,True,False,True,False,False
"Noo way, Kevin.",False,False,False,True,False,False,False,False,False,True
There is a revolutionary new product that guarantees that you'll never have to open up milk cartons again. Meet the Milk Master 2000.,False,False,False,False,True,False,False,False,True,False
Are you intrigued?,False,False,False,False,False,False,True,False,False,True
You're flingin'-flangin' right I am!,False,False,False,True,False,False,False,False,False,True
"Keep in mind, he's never used this product before, you're gonna see how easy this is to do.",False,False,False,False,True,False,False,False,True,False
Go ahead.,False,False,False,False,True,False,False,False,True,False
This works with any milk carton.,False,False,False,False,True,False,False,False,True,False
"Wow, it is easy.  Now, I can have milk everyday.",False,False,False,False,False,False,True,False,False,True
"Well, you might want to tell him it sounds like his wife is  gay.",False,False,False,False,True,False,False,False,True,False
She is not  Shes gay. Oh my God. She is,True,False,False,False,False,False,False,True,False,False
Good day for married people huh?,False,False,False,False,False,False,True,True,False,False
Im sorry your husband cheated on you.,False,False,False,False,False,True,False,True,False,False
Im sorry your wife is gay. I guess women arent that great either.,False,False,False,False,False,True,False,True,False,False
Try telling my wife that.,False,False,False,False,False,True,False,True,False,False
"Hey Ross, will you pass me that knife?",False,False,False,False,True,False,False,False,True,False
I can't wait to be with you!,False,False,False,True,False,False,False,False,False,True
I'll sneak over as soon as Ross picks up Ben.,False,False,False,False,True,False,False,False,True,False
I'll just tell Rachel I'm gonna be doing laundry for a couple of hours.,False,False,False,False,True,False,False,False,True,False
Laundry. Huh. Is that my new nickname?,False,False,False,True,False,False,False,False,False,True
"Awww, y'know what your nickname is, Mr. Big",False,False,False,True,False,False,False,False,False,True
Arghh!!,False,True,False,False,False,False,False,True,False,False
I cant believe Im going to lose this job!,False,False,False,False,False,True,False,True,False,False
Oh Im so sorry man! Is there anything I can do?,False,False,False,False,False,True,False,True,False,False
Yeah! Help me get this mini-fridge past the security guard.,False,False,False,False,True,False,False,False,True,False
"Hey Joey, I want to talk to you.",False,False,False,False,True,False,False,False,True,False
Yeah?,False,False,False,False,True,False,False,False,True,False
"Oh, Chandler, Wayne.",False,False,False,False,True,False,False,False,True,False
"Wayne, Chandler.",False,False,False,False,True,False,False,False,True,False
"Hi, how are ya?",False,False,False,False,True,False,False,False,True,False
"Joey, Joey, I-I-Ill g-get you your job back if you help me out.",False,False,False,False,True,False,False,False,True,False
Why should I help you?!,True,False,False,False,False,False,False,True,False,False
The reason he just said.,False,False,False,False,True,False,False,False,True,False
What do you need?,False,False,False,False,True,False,False,False,True,False
"I-I-I saw you on stage talking to that beautiful woman, yknow Sarah?",False,False,False,False,True,False,False,False,True,False
And I too am just a love machine.,False,False,False,False,True,False,False,False,True,False
"Ross, let me show you where the guest room is.",False,False,False,False,True,False,False,False,True,False
"Oh, I thought this was your party and it turns out its a party for Howard. He's just the sweetest little man!",False,False,False,False,False,False,True,False,False,True
"See ya Phoebe! Oh and hey, thanks for chipping in!",False,False,False,True,False,False,False,False,False,True
You chipped in?!,False,False,False,False,False,False,True,False,False,True
"Yeah, uh-huh, a 100 dollars.",False,False,False,False,True,False,False,False,True,False
Phoebe! I can't believe you gave them money! I thought you agreed it was totally unreasonable that they asked me for that money!,False,False,False,False,False,False,True,True,False,False
"Yeah, but they didn't ask me!",True,False,False,False,False,False,False,True,False,False
Y'know?,False,False,False,False,True,False,False,False,True,False
"This way I'm just y'know, the exotic, generous stranger.",False,False,False,True,False,False,False,False,False,True
That's always fun to be.,False,False,False,True,False,False,False,False,False,True
"Yeah, but you're making me look bad!",True,False,False,False,False,False,False,True,False,False
No I'm not.,False,False,False,False,True,False,False,False,True,False
No!,False,False,False,False,False,False,True,False,False,True
If anything I'm making you look better!,False,False,False,True,False,False,False,False,False,True
They'll see you talking to me and that's--I'm a hit!,False,False,False,True,False,False,False,False,False,True
"Oh hey, Pheebs!",False,False,False,True,False,False,False,False,False,True
"Oh hey, Ross.",False,False,False,False,True,False,False,False,True,False
"Umm, see, I was thinking maybe you two could switch apartments because Phoebe's more our kind of people.",False,False,True,False,False,False,False,True,False,False
Something to think about.,False,False,False,False,True,False,False,False,True,False
"Yeah, okay, my bad.",False,False,False,True,False,False,False,False,False,True
Here. I need to borrow some moisturizer.,False,False,False,False,True,False,False,False,True,False
For what?,False,False,False,False,True,False,False,False,True,False
Whaddya think? Today's the big day!,False,False,False,True,False,False,False,False,False,True
"Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.",False,True,False,False,False,False,False,True,False,False
Thank you!,False,False,False,True,False,False,False,False,False,True
Where's Joey? His mom's on the phone.,False,False,False,False,True,False,False,False,True,False
He's in the bathroom. I don't think you wanna go in there!,True,False,False,False,False,False,False,True,False,False
"C'mon, we're roommates!  My eyes!! My eyes!!",False,True,False,False,False,False,False,True,False,False
I warned you...,False,False,False,False,True,False,False,False,True,False
Who is being loud?,True,False,False,False,False,False,False,True,False,False
"Oh, that would be Monica.",False,False,False,False,True,False,False,False,True,False
"Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast.",False,False,False,False,True,False,False,False,True,False
"Oh, you got the whole night, huh?",False,False,False,False,False,False,True,False,False,True
"Yeah, well, I only have twenty minutes until Ethan, so, y'know..",False,False,False,False,True,False,False,False,True,False
"Ooh, do I sense a little bit of resentment?",False,False,False,False,False,False,True,True,False,False
"No, no resentment, believe me, it's worth it.",False,False,False,False,True,False,False,False,True,False
'Kay?,False,False,False,False,True,False,False,False,True,False
Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life?,False,False,False,False,True,False,False,False,True,False
"Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?",False,False,False,False,True,False,False,False,True,False
"Oh, um, Chandler?",False,False,False,False,True,False,False,False,True,False
"Y'know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush...But I'm not gonna do that.",False,False,False,False,True,False,False,False,True,False
"Hey Monica, it's Joey!",False,False,False,True,False,False,False,False,False,True
"Hey Joey! Aww, you remembered even though you're a big star!",False,False,False,True,False,False,False,False,False,True
"Aw, come on! It'll be years before I forget you!",False,False,False,False,True,False,False,False,True,False
"Joey, what's it like on a movie set, huh?",False,False,False,False,True,False,False,False,True,False
Do you have a dressing room?,False,False,False,False,True,False,False,False,True,False
Do you have a chair with your name on it?,False,False,False,False,True,False,False,False,True,False
"Uh, well yeah-yeah, I've got all of that going on.",False,False,False,False,True,False,False,False,True,False
"Yeah, listen uh, I want you to make sure you tell Chandler that he couldn't have been more wrong!",False,False,False,False,True,False,False,False,True,False
Uh-oh!,False,False,True,False,False,False,False,True,False,False
"I gotta go Monica, my uh, my sushi's here!",False,False,False,False,True,False,False,False,True,False
Sorry about that. Thanks for waitin'.,False,False,False,False,True,False,False,False,True,False
"Everybody smile!  Okay, thanks a lot! Enjoy your stay at",False,False,False,True,False,False,False,False,False,True
"Wow, this is so cool, you guys. The entire city is blacked out!",False,False,False,False,False,False,True,False,False,True
"Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on.",True,False,False,False,False,False,False,True,False,False
"Wow, you guys, this is big.",False,False,False,False,False,False,True,False,False,True
Pants and a sweater?,True,False,False,False,False,False,False,True,False,False
"Why, mom?",True,False,False,False,False,False,False,True,False,False
Who am I gonna meet in a blackout?,True,False,False,False,False,False,False,True,False,False
Power company guys?,True,False,False,False,False,False,False,True,False,False
Eligible looters?,True,False,False,False,False,False,False,True,False,False
Could we talk about this later?,True,False,False,False,False,False,False,True,False,False
OK.,False,False,False,False,True,False,False,False,True,False
Can I borrow the phone? I want to call my apartment and check on my grandma.  What's my number?,False,False,False,False,True,False,False,False,True,False
"Well, I never call",False,False,False,False,True,False,False,False,True,False
What cha doing?,False,False,False,False,True,False,False,False,True,False
Having a swim.,False,False,False,False,True,False,False,False,True,False
What about the chick?,False,False,False,False,True,False,False,False,True,False
Chicks dont swim.,False,False,False,False,True,False,False,False,True,False
Are you sure?,False,False,False,False,True,False,False,False,True,False
I dont know. Should we try it?,False,False,False,False,True,False,False,False,True,False
Sure.,False,False,False,False,True,False,False,False,True,False
"See, I told you they dont swim.",False,False,False,False,True,False,False,False,True,False
Wait. Give him a minute.,False,False,False,False,True,False,False,False,True,False
"Noo!  Oh, its okay, its okay, baby, baby, baby.",False,False,True,False,False,False,False,True,False,False
"Me taking care of you is no problem, huh?",False,False,False,False,True,False,False,False,True,False
You guys feel safe.,False,False,False,False,True,False,False,False,True,False
Right?,False,False,False,False,True,False,False,False,True,False
"Okay, Im gonna take that spit bubble as, ""Yeah, I do!""",False,False,False,False,True,False,False,False,True,False
"Okay, after I get rid of this dirty diaper Leslie, Ill set you up with a clean one.",False,False,False,False,True,False,False,False,True,False
"Okay, Im sorry.",False,False,False,False,False,True,False,True,False,False
I didnt mean to scare you.,False,False,False,False,False,True,False,True,False,False
I just have to clean that up.,False,False,False,False,True,False,False,False,True,False
Okay?,False,False,False,False,True,False,False,False,True,False
"Cause lets face it, were at Monicas.",False,False,False,False,True,False,False,False,True,False
I broke it.,False,False,False,False,False,True,False,True,False,False
"Well, thats just the way that goes.",False,False,False,False,True,False,False,False,True,False
"Okay, good.",False,False,False,False,True,False,False,False,True,False
Why are there only two of you?,False,False,True,False,False,False,False,True,False,False
Where is Leslie?,False,False,True,False,False,False,False,True,False,False
"Well, you cant answer.",False,False,False,False,True,False,False,False,True,False
Leslie?,False,False,False,False,True,False,False,False,True,False
Where are you Leslie?,False,False,True,False,False,False,False,True,False,False
"Leslie, now would be a",False,False,False,False,False,True,False,True,False,False
"Hey, why are you mopping your ceiling?",False,False,False,False,False,True,False,True,False,False
"Oh, theres banana on it.",False,False,False,False,True,False,False,False,True,False
You said she was bald.,True,False,False,False,False,False,False,True,False,False
"Yeah, she was bald, shes not now.",False,False,False,False,True,False,False,False,True,False
How could you not tell me that she has hair?,False,False,False,False,False,False,True,True,False,False
"I dont know, I hardly ever say that about people.",False,False,False,False,True,False,False,False,True,False
"Ohh, well, this is just perfect!",True,False,False,False,False,False,False,True,False,False
"Well Im sorry, I thought you said it was okay.",False,False,False,False,False,True,False,True,False,False
"Yeah, I said what was okay when I thought she was some weird bald chick. I mean, y'know, that girl has hair got",True,False,False,False,False,False,False,True,False,False
"Well, maybe it wont work out. Maybe Ross wont like her personality.",False,False,False,False,False,True,False,True,False,False
"Why, does she have a bad personality?",False,False,False,False,True,False,False,False,True,False
"Oh no, Bonnies the best!",False,False,False,True,False,False,False,False,False,True
"Do you have a minute? Id like to talk to you about something Im, Im really uncomfortable talking about.",False,False,True,False,False,False,False,True,False,False
"Sure. What? About uh, you showering with your mom?",False,False,False,False,False,False,True,True,False,False
"I actually had a topic in mind! Im, Im kinda going through a dry spell, sex wise.",True,False,False,False,False,False,False,True,False,False
"Whoa, for like months?",False,False,False,False,False,False,True,False,False,True
"Excellent! Excellent! And uh, finally, are you into any weird stuff yknow, sexually?",False,False,False,True,False,False,False,False,False,True
"Oooh, wrong answer.",False,False,False,False,True,False,False,False,True,False
"Ow! My ass. Okay. Okay.  Oh, shhh!",True,False,False,False,False,False,False,True,False,False
No! No!! Its me! Its me! I-I didnt want to make any noise!,False,False,True,False,False,False,False,True,False,False
Then don't break in!!,True,False,False,False,False,False,False,True,False,False
"Oh yeah, Smokey Joe here got half way to the highway and collapsed.",True,False,False,False,False,False,False,True,False,False
I have the lung capacity of a two year old.,False,False,False,False,True,False,False,False,True,False
Then why are you smoking?,False,True,False,False,False,False,False,True,False,False
Well its very unsettling.,False,False,False,False,False,True,False,True,False,False
"Honey, I was wondering....",False,False,False,False,True,False,False,False,True,False
Hmm?,False,False,False,False,True,False,False,False,True,False
"Do you still have that, um, Navy uniform?",False,False,False,True,False,False,False,False,False,True
"Nooo, I had to return it to the costume place.",False,False,False,False,False,True,False,True,False,False
Hmm.,False,False,False,False,True,False,False,False,True,False
I think I have an old band uniform from high school.,False,False,False,True,False,False,False,False,False,True
"You remember not having sex in high school, right?",False,False,False,False,False,True,False,True,False,False
"Well honey, what about you?",False,False,False,False,True,False,False,False,True,False
"I mean do you have any fun, you know, fantasy type things?",False,False,False,False,True,False,False,False,True,False
Come on you gotta have one!,False,False,False,False,False,False,True,False,False,True
Ugh!,False,True,False,False,False,False,False,True,False,False
"I mean if you buy a bed from Janices ex-husband, thats like betraying Chandler.",True,False,False,False,False,False,False,True,False,False
